Date,Commit,Downstream Project,Author,Subject
2018/03/02,55a11f8b12deb6780299412ed35a10563a1cd9ac,platform/external/apache-http,fake_LhnpdyFrQyG9IHO3R92JvQ@fakeemail.com,Update api to reflect changes in doclava
2018/03/02,ad1d58e71fed9c28d8f755370aeb9946e908332c,platform/external/apache-http,fake_0Badg8rmRu2qWSu23UD7sg@fakeemail.com,Use LOCAL_ADDITIONAL_DEPENDENCIES instead of build system internals
2018/03/02,dde4574ca70cd4e12951532c19cc6d91f20aa377,platform/external/apache-http,fake_wnAb1AV1R3KvnYHH4YcQyA@fakeemail.com,Add depedencies that allow error prone to compile source.
2018/03/02,51c55971d99889ccbcf6cc6b896cabeb1850e722,platform/external/apache-http,fake_rU3xFiKbSUSypla-5WF-ug@fakeemail.com,Track updates to Conscrypt
2018/03/02,4c77a55a5662338be9c562c37d455f3c6d782792,platform/pdk,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Use -Werror in pdk/apps/HelloPDK/jni
2018/03/02,b204ebf856e344548ba42e5f8b9893e557208813,platform/pdk,fake_S2W_4hHnRee4JvF7zgTq2g@fakeemail.com,Enable running on old API levels; add shutter sound disable output
2018/03/02,f7653e8bd48c0582c57ad93955b675ee27e5e269,platform/pdk,fake_iNWa36XxQgaxpPO80oLQYg@fakeemail.com,pdk: Set LOCAL_SDK_VERSION where possible.
2018/03/02,b176d2013070d522361d34ad6c83358b82b2191b,platform/pdk,fake_5vdkbXM-SRSJAZtnRBTLLA@fakeemail.com,add PRODUCT_BOOT_JARS to diff
2018/03/02,dd56958fcd6cee321229d032e77de50779fa5c71,platform/pdk,fake_S2W_4hHnRee4JvF7zgTq2g@fakeemail.com,TestingCamera2: Add logging for capture failure cases.
2018/03/02,5842ac398db382555a69452d2f7fe7f755740bb2,platform/pdk,fake_h42tfGhiQFGeS0pEX3KQUA@fakeemail.com,TestingCamera: fix fragment cannot be created exception
2018/03/02,68ecd28e87e2bc2cf0bc5a808698f94ad195fef6,platform/system/keymaster,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Fix clang-tidy performance warnings in keymaster.
2018/03/02,c3e7ff3e420b0871cbb241514c3bad97a30dab6a,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Enforce minimum and maximum key size requirements on HMAC keys.
2018/03/02,f0b39bb5140d08a933786b7e0cd38a86453ce34c,platform/system/keymaster,fake_8D2h2P4oThy4V7vdDd142w@fakeemail.com,libkeymaster_messages depends on libhardware_headers.
2018/03/02,eaaa95d0c290d845a4d152b50a61a740bb488611,platform/system/keymaster,fake_in2_RavZQ_qx7-x5pCPUPg@fakeemail.com,patch for fix misalignment crash in SW KM2 when ARM_NEON defined
2018/03/02,019db0d32168a2e9cf98ec8595aee52120cf8604,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,Add tag KM_TAG_ATTESTATION_APPLICATION_ID
2018/03/02,a32e1c8e5adfe21864eba2e0e97da385135e980e,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Handle RSA_R_DATA_TOO_LARGE
2018/03/02,a23b44c8a5ba14b86d79813f66586774044b0576,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,"Don't reject OS version ""upgrades"" to zero."
2018/03/02,6bb0d6bbf7c80bbab4247cc7b8831b9fe969745f,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Set attestation certificate issuer and subject correctly.
2018/03/02,f9cb9651ed99c1c6177c761efdfe453cd31a8eb8,platform/system/keymaster,fake_Ck5QidIRTuqsKvobuKU0AA@fakeemail.com,Add manufacturer and model to device ID attestation
2018/03/02,38837e9dbf0be3f0f6014e66c6d92a75205b964e,platform/system/keymaster,fake_ZHnVG7MiQfaAOSxbhS5AKQ@fakeemail.com,Add regfree to prevent memory leak from corresponding regcomp (regcomp malloc()s memory and stores the pointer inside regex)
2018/03/02,a87b169f15d536d1074d3b7a30bd4737a4b874a4,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,Fix documentation in keymaster_context
2018/03/02,4263b591c4cc33d16cdbfb8b11d9cf5373ec89ba,platform/system/keymaster,fake_4_LJS7VrSIWhXXuMvzBtGw@fakeemail.com,system/keymaster: don't pass a structure into |d2i_PrivateKey|.
2018/03/02,5ab8b0d1c88812cdf1062e98ec641471268fa8f9,platform/system/keymaster,fake_dow9V8M0SwWMD_Bc43ERWw@fakeemail.com,"Revert ""Change related cpp files to set correct usages for the new type"""
2018/03/02,f72742b87addb025e415d8ec34ca8802b4f146c8,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Allow softkeymaster to use default AES key factory.
2018/03/02,2c3769c267c3fbbfb4edafad0d2518670914aac8,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Modify SoftKeymasterDevice to fully handle keymaster1 devices
2018/03/02,3560f7be392fa7f59844b8c5c54c2d75a62aad7b,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Fully support input to finish() in SoftKeymasterDevice.
2018/03/02,45ed583419757a5efbe94f9de93e69c19f3f5812,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,Fix auth list app ID affiliation
2018/03/02,19f07e70ae75b3b37bdd47407f71d234041d5602,platform/system/keymaster,fake_8D2h2P4oThy4V7vdDd142w@fakeemail.com,libkeymaster_portable depends on libhardware_headers
2018/03/02,18d5ae3233b8e11adf2b52a086f6e4999c5733df,platform/system/keymaster,fake_RB79v7MgTm65vxYWBcm6zg@fakeemail.com,Add generic Configure method to AndroidKeymaster
2018/03/02,65d56eb10ba09a4ab036a485143afa2315225e12,platform/system/keymaster,fake_ftFjr2VsQfCajUl16GTS2A@fakeemail.com,Fix bugs regarding KeyStore::isHardwareBacked always returning true.
2018/03/02,856761d5b01da66c09dbc6cb339b5345bfe0a945,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,Fix unsafe AuthorizationSet copy constructor
2018/03/02,f9b2839a3404311db4de5c613d314ae96f620636,platform/system/keymaster,fake_7oN80XYcSY-PQa8VrK1fxg@fakeemail.com,"Reland ""Use BN_set_u64 rather than manually set values."""
2018/03/02,03dd2c9e646757d5ab638534b1d5beea3f827966,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Disallow dangerous RSA keygen options.
2018/03/02,dbca658abf8da1e2449f81919f4d2f273430d4ea,platform/system/keymaster,fake_a75qouGsS7CFV998w0ShHA@fakeemail.com,Disable overflow sanitizer in libkeymaster.
2018/03/02,d998c15d29d82cef353d9aab9e27464394bf592e,platform/system/keymaster,fake_1VQmwE5LQoCL61LnThZ5dA@fakeemail.com,Add vendor_available to various libs.
2018/03/02,f9524f57bfe9fde6d870e52ac1d7d4478f105c05,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,AuthorizationSet: Clear() should also reset the error_ field
2018/03/02,2a28077463ccde87fa0662eca097b1f58013c147,platform/system/keymaster,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Add OWNERS in system/keymaster
2018/03/02,03d4b6d531eb8c2ebcb4d572a3bf118c70a83ff6,platform/system/keymaster,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Fix google-explicit-constructor warnings.
2018/03/02,bc918339e43e26cf162e38858ee9fa673bfdb668,platform/system/keymaster,fake_Ck5QidIRTuqsKvobuKU0AA@fakeemail.com,Add device id attestation tags
2018/03/02,391a367df2352bed7e70885493421892a1cdaffc,platform/system/keymaster,fake_-u_OLoA3TBaXxb6A_dNEPw@fakeemail.com,Support Union and Difference in AuthorizationSet
2018/03/02,2dfe04555ca1afffffccf26192dbc323e8ab0539,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Update Makefile to adapt to movement of gtest in tree.
2018/03/02,edf2bc051a3e21511406d89e82476beb4c6ab095,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Require App ID be provided to for attestations.
2018/03/02,5b2143b0fc60699e134274d55a0c4e821bd39603,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,Fix inconsistent error condition
2018/03/02,e30b8536b0d94874a2c0a9cc53df48a41ddf043b,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Fix handling of auth-per-op keys and software digesting
2018/03/02,c6f1dffc1d09f2283d65cf7ffc1c170e8e82ca97,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Fix EC curve to key size translation in SoftKeymasterDevice.
2018/03/02,1e15840cba64d2c687152fa830a39855a596628b,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Add supports_all_digests to SoftKeymasterDevice
2018/03/02,e27d7b63227f7ccb818990340de6124827bed533,platform/system/keymaster,fake_RB79v7MgTm65vxYWBcm6zg@fakeemail.com,Set TEE RootOfTrust fields in Attestation Extension
2018/03/02,7d6416c6d392b184ae20df33446598064b788984,platform/system/keymaster,fake_1VQmwE5LQoCL61LnThZ5dA@fakeemail.com,libs: Android.bp -> Android.mk
2018/03/02,f4927e7b1430fd816c85ffa1e08a4c0b35e3974f,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Fix memory leak in unit tests.
2018/03/02,59277bb2587b7250927fae473c3a1690e0b62fc9,platform/system/keymaster,fake_DkOcaA2oRZu0Ivuadsz2FQ@fakeemail.com,Fix Android Compiler Warning in system/keymaster
2018/03/02,9b248adda8d36f4f8a77eaff433dd3098a2fa99c,platform/system/keymaster,fake_25E1p8W-SMiGGnFv9HASAg@fakeemail.com,Cast enumerated value to correct type
2018/03/02,a3ee10fc9405ea3ff79d0e93008d986e898d6f52,platform/system/keymaster,fake_Ck5QidIRTuqsKvobuKU0AA@fakeemail.com,Attest device IDs in default keymaster implementation
2018/03/02,2bf1d59e5b9805d70450c7485d5490d1a34b444d,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,Rename libkeymaster to libkeymaster_staging
2018/03/02,6377b1c74de9ac4ca493c759799fd41ba7a1e4d3,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Fix android_keymaster_test crashes.
2018/03/02,ea1bd6220dc9f2872c8b2376a7888742208690e9,platform/system/keymaster,fake_7oN80XYcSY-PQa8VrK1fxg@fakeemail.com,Tidy up *_METHOD setup.
2018/03/02,0b674d0a92d029fe70bfa5d5c32ecebb972690a8,platform/system/keymaster,fake_ZG6zSAxuTpO3eoLHjSvDIg@fakeemail.com,Build libsoftkeymasterdevice with cc_library.
2018/03/02,f4724998100e9eaa43e72dc8d42186d4c33863f2,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Add attestation app ID to attestation unit tests
2018/03/02,f38a002624126ca837865826f948edc9100d6e8a,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,Make keymaster more self contained
2018/03/02,f764e06882608a29478091550999b5b4ee58a504,platform/system/keymaster,fake_zrZ1L0oEQd2RywqTf27daw@fakeemail.com,system/keymaster: insulate the code from BoringSSL changes.
2018/03/02,cf3763f666d2236159a22b496b6ede55878aa100,platform/system/keymaster,fake_5wg40hl8QqqvRNSgLpay_w@fakeemail.com,"Revert ""Make keymaster more self contained"""
2018/03/02,c636e187cb4cb6c5b07fab9bb5d27878690376de,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Implement key version binding.
2018/03/02,303d5944bfa48d501753a94eca6dc481e5a2757d,platform/system/keymaster,fake_7oN80XYcSY-PQa8VrK1fxg@fakeemail.com,system/keymaster: update BoringSSL error mapping.
2018/03/02,04d89e2064c4b7f1c4a12de182cc685f9df1ded3,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Fix SW attestation versions reported.
2018/03/02,4800ad2a7575a31c5a5518963fae66ee44d166ce,platform/system/keymaster,fake_lXZAGZHYQpG6n8Uptxx1aQ@fakeemail.com,[clang] Add override specifier to overriding functions
2018/03/02,5d5e42b081646208e134a96d0cb500e6b6e8f043,platform/system/keymaster,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Fix google-explicit-constructor warnings in keymaster.
2018/03/02,23fe27baf78f53a44281f6f0f4169413e8770a72,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Provide utility functions to get OS version & patch level.
2018/03/02,cddf3a443abf64f3d77c48886693179c0b8a35bb,platform/system/keymaster,fake_Zqt2YyOKR8-RcfuQV3HpeQ@fakeemail.com,Implement key version binding.
2018/03/02,00a498f92a21f1412873527ea02a267cc7dd9816,platform/system/keymaster,fake_3znMO7IuQBGdR4lMt8HBeA@fakeemail.com,Mark the module as VNDK or VNDK-SP in Android.bp
2018/03/02,c034074cef3d09571807e5892201ff13413921f8,platform/system/keymaster,fake_RB79v7MgTm65vxYWBcm6zg@fakeemail.com,Update message version.
2018/03/02,92154d65a263e8bea504d8c33946a40bc6b4d5b5,platform/external/compiler-rt,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Add OWNERS file
2018/03/02,71ab8e3975916b8f73725508fc73421312dd8b9b,platform/external/compiler-rt,fake_BXduz5-2RvCYcOdcyc2msQ@fakeemail.com,Disable rules for asan and ubsan prebuilts from aosp/master
2018/03/02,49818f7cf58d31fe3acaf04baeb06ba0cd7c25f6,platform/external/compiler-rt,fake_HinKPgKTRoitvI6TLsBGrA@fakeemail.com,Remove default libraries
2018/03/02,134d76e4edf6bbee1f4957a1746be7055a82702a,platform/external/compiler-rt,fake_2JSrBD0zSIi01KSBIZq3eA@fakeemail.com,Add README.version for external/compiler-rt.
2018/03/02,9a02c46cae711fd4af1a47ce565bf34aa25420ab,platform/external/compiler-rt,fake_FrKr6yqzTpCZes_RF73rLA@fakeemail.com,Remove ld.config.txt for Android O
2018/03/02,65733eab6c15fb78f76fcac720a5eba47817373a,platform/external/compiler-rt,fake_ScjdmgXmQvqKMrXjbJM0rg@fakeemail.com,asanwrapper: remove all environment editing.
2018/03/02,711c66ac3f579a681847bc00af9078e14b963449,platform/external/compiler-rt,fake_krB6aDA1SVGCN7Iw_sCKfA@fakeemail.com,Use exported gtest headers.
2018/03/02,f196a1dfc17dc0fbc888d4e687b5c30917dd5153,platform/external/compiler-rt,fake_HinKPgKTRoitvI6TLsBGrA@fakeemail.com,Rename target.linux[_x86[_64]] to target.linux_glibc[_x86[_64]]
2018/03/02,d565f02e463e166bd4a38d380a34edf279b5695c,platform/external/compiler-rt,fake_BXduz5-2RvCYcOdcyc2msQ@fakeemail.com,Use compiler-rt's unorddf2 for x86_64 and arm64
2018/03/02,799172d60d32feb1acba1a6867f3a9c39a999e5c,platform/external/compiler-rt,fake_BXduz5-2RvCYcOdcyc2msQ@fakeemail.com,Update aosp/master compiler-rt for rebase to r256229
2018/03/02,ee10ce19fb077353b87c0477e140ea9b81c35e21,platform/external/compiler-rt,fake__99j7I7uRCWoNdKvhcQE2Q@fakeemail.com,Ignore new compiler warnings
2018/03/02,61ad4ee731bd40dd0f1a3a93bb66e80c730327cb,platform/external/compiler-rt,fake_HinKPgKTRoitvI6TLsBGrA@fakeemail.com,Enable libcompiler_rt-extras under host bionic
2018/03/02,fbdb443fc5f02ecbd2ac52df5f60bd3d0ee3c10f,platform/external/compiler-rt,fake_0Badg8rmRu2qWSu23UD7sg@fakeemail.com,Build sanitizer libraries
2018/03/02,a53a07580c1601c3287f714ff9cc89a8fafc7fc3,platform/external/compiler-rt,fake_0Badg8rmRu2qWSu23UD7sg@fakeemail.com,Convert the rest of compiler-rt to Android.bp
2018/03/02,a822161eb8bad420c4978112dbf22378a5ceb175,platform/external/compiler-rt,fake_2JSrBD0zSIi01KSBIZq3eA@fakeemail.com,Merge aosp/dev cherry-picks (for MIPS ASan) into aosp/master.
2018/03/02,07853814b4badeae8a5d6aa2abbc95bd2acd5282,platform/external/compiler-rt,fake_krB6aDA1SVGCN7Iw_sCKfA@fakeemail.com,Expose libcompiler_rt-extras to the NDK.
2018/03/02,9554d7d710c637a3d35fc3d6ed11144c5fae5f8f,platform/external/compiler-rt,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Use -Werror in external/compiler-rt
2018/03/02,f799ede5f573daf378bb153714bf52f39cf4131c,platform/external/compiler-rt,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Use registered users in compiler-rt OWNERS files.
2018/03/02,ed5e7ef0ab808b400f04d7f7cee8edc82468304d,platform/external/compiler-rt,fake_HinKPgKTRoitvI6TLsBGrA@fakeemail.com,Mark as vendor_available
2018/03/02,7693d3f8c79849dcd387994f11bb158150758ea2,platform/external/compiler-rt,fake_FrKr6yqzTpCZes_RF73rLA@fakeemail.com,libcompiler_rt is not directly available to vendors
2018/03/02,53178bc965b8d0cde8078bd45d0659e6f21acc93,platform/external/compiler-rt,fake_ScjdmgXmQvqKMrXjbJM0rg@fakeemail.com,Remove ELF load address hack from asan symbolize script.
2018/03/02,dea24e7027c3f330f615e53fc25372d4c3b8ddf2,platform/external/compiler-rt,fake_0Badg8rmRu2qWSu23UD7sg@fakeemail.com,Add missing shared library
2018/03/02,44cbf8d3b05bc4f78be0edb42618caffeab0539f,platform/external/compiler-rt,fake_0Badg8rmRu2qWSu23UD7sg@fakeemail.com,Update Android.bp to match Android.mk
2018/03/02,62aec19b717d169fbce74a87a24af90fa8391681,platform/external/compiler-rt,fake_HinKPgKTRoitvI6TLsBGrA@fakeemail.com,Android.bp: Update to match make builds
2018/03/02,a4c7828f2d98120c885ac62d0cea5b2ef08c685f,platform/external/compiler-rt,fake_2JSrBD0zSIi01KSBIZq3eA@fakeemail.com,Switch compiler_rt libraries to be built with NDK API 19/21.
2018/03/02,20fbe6e2822ee88d96ab3a4d59310e30158a2234,platform/external/compiler-rt,fake_ZxtxgVttS7SxigWmi77HHA@fakeemail.com,Enable libasan for x86_64
2018/03/02,7d6e9ce5da401dbd9a2a60d86690c3486a26c627,platform/external/compiler-rt,fake_3znMO7IuQBGdR4lMt8HBeA@fakeemail.com,Mark the module as VNDK or VNDK-SP in Android.bp
2018/03/02,c58a43648cd6121c51a2e795a28e2ef90d7813e6,platform/external/compiler-rt,fake_BXduz5-2RvCYcOdcyc2msQ@fakeemail.com,Update aosp/master compiler-rt for rebase to r275480
2018/03/02,626be1aa0260429cc5231641b2b21d63d96b38a7,platform/external/compiler-rt,fake_0Badg8rmRu2qWSu23UD7sg@fakeemail.com,Update sanitize property format
2018/03/02,e3ee00a6fda0bc22a0c6bd1eb0726f8294e10979,platform/external/lzma,fake_1VQmwE5LQoCL61LnThZ5dA@fakeemail.com,libxz: Android.mk -> Android.bp
2018/03/02,2617d566c48d6d1f24c2be68b8dab7358a45363c,platform/external/lzma,fake_VTWJLiuGS1SWVzGYDBD5Eg@fakeemail.com,Compile lzma for windows and mac.
2018/03/02,1054fa132ca6db0edf743fe1b4902dd12895c003,platform/external/lzma,fake_HinKPgKTRoitvI6TLsBGrA@fakeemail.com,Mark as vendor_available
2018/03/02,d09e13a5caf7f7e8f4fc08b28e4d3c386726db65,platform/external/lzma,fake_HinKPgKTRoitvI6TLsBGrA@fakeemail.com,Enable liblzma on Host bionic
2018/03/02,d2dad7a620fbbc43e54b1d43ab54da29ef9ede6b,platform/external/lzma,fake_dt7w_ag3Qz2Q0XEQqTjfUA@fakeemail.com,Fix build warning
2018/03/02,31eb12a21b0276d65b0ea795254792e8d0e3b00b,platform/external/lzma,fake_3znMO7IuQBGdR4lMt8HBeA@fakeemail.com,Mark the module as VNDK or VNDK-SP in Android.bp
2018/03/02,6c558ce620794b780b3f1a31cbc3af0d7478345c,platform/external/lzma,fake_0Badg8rmRu2qWSu23UD7sg@fakeemail.com,Remove deprecated Android.mk files
2018/03/02,2f7f528991f567e330ac46a30827a79626977b8b,platform/external/lzma,fake_eQzJ5iU2QcCwUe0mAYw3lw@fakeemail.com,Use -Werror in external/lzma
2018/03/02,f955a79a9fffb09826cf7547f70d08c3798a2f50,platform/external/lzma,fake_Zzc9MpOLRG6yyb8IogSynQ@fakeemail.com,Rebase LZMA SDK on 16.04 stable
2018/03/02,2ad887863d99cb470d64deb63a5e4c5c50554dc2,platform/external/lzma,fake_2JSrBD0zSIi01KSBIZq3eA@fakeemail.com,Switch liblzma over to building for NDK 9 (with no STL).
2018/03/02,43c7470c9d1392b1b1f9d9d32fa2842cc9f69b00,platform/external/squashfs-tools,fake_v1U-D2-bQAW0OtgJnVeMkw@fakeemail.com,compressor: don't overload extract_options
2018/03/02,321edcb7f099816d03328198740e9770d551afef,platform/external/squashfs-tools,plougher,Add compressor framework and use compressor uncompress
2018/03/02,615d198184b16831f676db194adced35a06ad4af,platform/external/squashfs-tools,plougher,Make the realloc code in uncompress_directory_table clearer.
2018/03/02,4303ee3e0f803f3cb4e733335d5f81cfcaf89fbb,platform/external/squashfs-tools,fake_v1U-D2-bQAW0OtgJnVeMkw@fakeemail.com,unsquashfs: add a commment and fix some other comments
2018/03/02,a9bbedf5be86bdba117dc3a735cd937675d08be3,platform/external/squashfs-tools,plougher,"Fix ""fagment"" typos"
2018/03/02,32ff89652b0a78156f53d759249bae1de270d3d0,platform/external/squashfs-tools,plougher,"Added support for short versions of options, and added -f[orce] option."
2018/03/02,87368db17cde9610ec2825d86cc610048c8840c4,platform/external/squashfs-tools,fake_v1U-D2-bQAW0OtgJnVeMkw@fakeemail.com,unsquashfs: avoid buffer overflow in print_filename() using sprintf()
2018/03/02,ca093fd1a481d893d5c695bbfba74ea7672aeb7c,platform/external/squashfs-tools,plougher,Fix typo in ERROR statement.
2018/03/02,9f967cb5372096c4f6faf760043a51e467f2f8bc,platform/external/squashfs-tools,fake_v1U-D2-bQAW0OtgJnVeMkw@fakeemail.com,unsquashfs: add code to track number of used buffers in cache
2018/03/02,fe76faedb8338aa69ee7d93fbf626af1c57c018d,platform/external/squashfs-tools,plougher,more work on long ls
2018/03/02,2c9befd21852804537e78b8bca8f4e1f3babd617,platform/external/squashfs-tools,plougher,New meta-index cache for file indexes.  This significantly speeds up reading speed for files larger than 1 Gb (typically 6 times reduction in sys time). Many bug fixes related to handling files larger than 4 Gb.
2018/03/02,0f412e10c013e7c1a88c6e71e0e068da7c2b2853,platform/external/squashfs-tools,fake_v1U-D2-bQAW0OtgJnVeMkw@fakeemail.com,unsquashfs: fix oversight in directory permission setting
